"lon","lat","city","city_state"
NA,NA,"FIVE POINTS","FIVE POINTS, CA"
NA,NA,"SHINGLE SPRINGS CA","SHINGLE SPRINGS CA, CA"
NA,NA,"ADIN","ADIN, CA"
NA,NA,"REDONDO BCH","REDONDO BCH, CA"
NA,NA,"FAIR OAKS RANCH","FAIR OAKS RANCH, CA"
NA,NA,"VENTURA, CA 93001","VENTURA, CA 93001, CA"
NA,NA,"POMONA.","POMONA., CA"
NA,NA,"COVIS","COVIS, CA"
NA,NA,"COVINQ","COVINQ, CA"
NA,NA,"SARATOGA, CA 95070","SARATOGA, CA 95070, CA"
NA,NA,"HB","HB, CA"
NA,NA,"FALL RIVER MILLS","FALL RIVER MILLS, CA"
NA,NA,"MANHATTAN BCH","MANHATTAN BCH, CA"
NA,NA,"FIELDBROOK","FIELDBROOK, CA"
NA,NA,"SANTA FE SORINGS","SANTA FE SORINGS, CA"
NA,NA,"GRASS VALLEY CA. 95949","GRASS VALLEY CA. 95949, CA"
NA,NA,"LA HABRA HTS","LA HABRA HTS, CA"
NA,NA,"MY SHASTA","MY SHASTA, CA"
NA,NA,"TRABUCO CANYON CALIFORNIA","TRABUCO CANYON CALIFORNIA, CA"
NA,NA,"PAYNES CREEK","PAYNES CREEK, CA"
NA,NA,"PLACEERVILLE","PLACEERVILLE, CA"
NA,NA,"COSTA MESA,","COSTA MESA,, CA"
NA,NA,"SHASTA LAKE CITY","SHASTA LAKE CITY, CA"
NA,NA,"GARDEN DROVE","GARDEN DROVE, CA"
NA,NA,"DUCOR","DUCOR, CA"
NA,NA,"CORINADO","CORINADO, CA"
NA,NA,"ROCKVILLE","ROCKVILLE, CA"
NA,NA,"GRIFFIN","GRIFFIN, CA"
NA,NA,"LOUISVILLE","LOUISVILLE, CA"
NA,NA,"LAS ANGELAS","LAS ANGELAS, CA"
NA,NA,"RIO RANCHO","RIO RANCHO, CA"
NA,NA,"SPANISH FORT","SPANISH FORT, CA"
NA,NA,"ATLANTA","ATLANTA, CA"
NA,NA,"QUAIL VALLEY","QUAIL VALLEY, CA"
NA,NA,"MOUNT PLEASANT","MOUNT PLEASANT, CA"
NA,NA,"NAMPA","NAMPA, CA"
NA,NA,"BUFFALO","BUFFALO, CA"
NA,NA,"WALLER","WALLER, CA"
NA,NA,"WILLISTON","WILLISTON, CA"
NA,NA,"ROCKY HILL","ROCKY HILL, CA"
NA,NA,"WINNSBORO","WINNSBORO, CA"
NA,NA,"CALEDONIA HAS","CALEDONIA HAS, CA"
NA,NA,"FRUIT COVE","FRUIT COVE, CA"
NA,NA,"WILMETTE","WILMETTE, CA"
NA,NA,"DALLAS","DALLAS, CA"
NA,NA,"BARNESVILLE","BARNESVILLE, CA"
NA,NA,"POWELL","POWELL, CA"
NA,NA,"GIG HARBOR","GIG HARBOR, CA"
NA,NA,"HOPE HULL","HOPE HULL, CA"
NA,NA,"SANTA FE","SANTA FE, CA"
NA,NA,"HAINES CITY","HAINES CITY, CA"
NA,NA,"NAVARRE","NAVARRE, CA"
NA,NA,"TOMALES","TOMALES, CA"
NA,NA,"NEEDHAM","NEEDHAM, CA"
NA,NA,"BIG OAK FLAT","BIG OAK FLAT, CA"
NA,NA,"MONUMENT","MONUMENT, CA"
NA,NA,"HUNTSVILLE","HUNTSVILLE, CA"
NA,NA,"NEW BOSTON","NEW BOSTON, CA"
NA,NA,"SCOTTSDALE","SCOTTSDALE, CA"
NA,NA,"OCEAN ISLE BEACH","OCEAN ISLE BEACH, CA"
NA,NA,"SARASOTA","SARASOTA, CA"
NA,NA,"BRONXVILLE","BRONXVILLE, CA"
NA,NA,"ALBUQUERQUE","ALBUQUERQUE, CA"
NA,NA,"BATON ROUGE","BATON ROUGE, CA"
NA,NA,"PLS VRDS EST","PLS VRDS EST, CA"
NA,NA,"PONCHA SPRINGS","PONCHA SPRINGS, CA"
NA,NA,"EVERETT","EVERETT, CA"
NA,NA,"GREENWICH","GREENWICH, CA"
NA,NA,"GUILFORD","GUILFORD, CA"
NA,NA,"BOCA RATON","BOCA RATON, CA"
NA,NA,"BROOKLYN","BROOKLYN, CA"
NA,NA,"MONT VERNON","MONT VERNON, CA"
NA,NA,"LITHONIA","LITHONIA, CA"
NA,NA,"WILLIAMSON","WILLIAMSON, CA"
NA,NA,"FAYETTEVILLE","FAYETTEVILLE, CA"
NA,NA,"SLIDELL","SLIDELL, CA"
NA,NA,"MARBLE FALLS","MARBLE FALLS, CA"
NA,NA,"PIWAY","PIWAY, CA"
NA,NA,"HAMILTON","HAMILTON, CA"
NA,NA,"SHELTON","SHELTON, CA"
NA,NA,"RENO","RENO, CA"
NA,NA,"BIXBY KNOLLS","BIXBY KNOLLS, CA"
NA,NA,"29 PALMS","29 PALMS, CA"
NA,NA,"SHRERMAN OAKS","SHRERMAN OAKS, CA"
NA,NA,"CINCINNATI","CINCINNATI, CA"
NA,NA,"STANDISH","STANDISH, CA"
NA,NA,"NORTH PALM BEACH","NORTH PALM BEACH, CA"
NA,NA,"ORMOND BEACH","ORMOND BEACH, CA"
NA,NA,"CRYSTAL RIVER","CRYSTAL RIVER, CA"
NA,NA,"CEDARBURG","CEDARBURG, CA"
NA,NA,"APACHE JUNCTION","APACHE JUNCTION, CA"
NA,NA,"ANGLETON","ANGLETON, CA"
NA,NA,"`SAN DIEGO","`SAN DIEGO, CA"
NA,NA,"FARMINGTON HILLS","FARMINGTON HILLS, CA"
NA,NA,"2813 VIA RIVERA","2813 VIA RIVERA, CA"
NA,NA,"MEDFORD","MEDFORD, CA"
NA,NA,"LUBBOCK","LUBBOCK, CA"
NA,NA,"SHANDON","SHANDON, CA"
NA,NA,"GAINESVILLE","GAINESVILLE, CA"
NA,NA,"BOX CANYON","BOX CANYON, CA"
NA,NA,"PETERSBURG","PETERSBURG, CA"
NA,NA,"CLEARWATER BEACH","CLEARWATER BEACH, CA"
NA,NA,"TOPEKA","TOPEKA, CA"
NA,NA,"ORICK","ORICK, CA"
NA,NA,"ROYAL OAK","ROYAL OAK, CA"
NA,NA,"TAMPA","TAMPA, CA"
NA,NA,"STUART","STUART, CA"
NA,NA,"PLANO","PLANO, CA"
NA,NA,"BOSSIER CITY","BOSSIER CITY, CA"
NA,NA,"NEWPORT","NEWPORT, CA"
NA,NA,"ATLASCADERO","ATLASCADERO, CA"
NA,NA,"PEYTON","PEYTON, CA"
NA,NA,"LEMON HEIGHTS","LEMON HEIGHTS, CA"
NA,NA,"DRYDEN","DRYDEN, CA"
NA,NA,"EL DORADO HOLLS","EL DORADO HOLLS, CA"
NA,NA,"FARGO","FARGO, CA"
NA,NA,"BLOUNTVILLE","BLOUNTVILLE, CA"
NA,NA,"LEVITTOWN","LEVITTOWN, CA"
NA,NA,"NORMAN","NORMAN, CA"
NA,NA,"DANA PAPA","DANA PAPA, CA"
NA,NA,"FLORISSANT","FLORISSANT, CA"
NA,NA,"PANAMA CITY BEACH","PANAMA CITY BEACH, CA"
NA,NA,"CHULA CISTA","CHULA CISTA, CA"
NA,NA,"HAGERSTOWN","HAGERSTOWN, CA"
NA,NA,"COLVILLE","COLVILLE, CA"
NA,NA,"OAK GLEN","OAK GLEN, CA"
NA,NA,"RALEIGH","RALEIGH, CA"
NA,NA,"CENTENNIAL","CENTENNIAL, CA"
NA,NA,"SO.IS","SO.IS, CA"
NA,NA,"ALVARADO","ALVARADO, CA"
NA,NA,"MAD RIVER","MAD RIVER, CA"
NA,NA,"GAITHERSBURG","GAITHERSBURG, CA"
NA,NA,"BLAIRSDEN GRAEAGLE","BLAIRSDEN GRAEAGLE, CA"
NA,NA,"PALO VERDE","PALO VERDE, CA"
NA,NA,"SKOKIE","SKOKIE, CA"
NA,NA,"GLEN COVE","GLEN COVE, CA"
NA,NA,"TULLAHOMA","TULLAHOMA, CA"
NA,NA,"SEWARD","SEWARD, CA"
NA,NA,"PUTNAM","PUTNAM, CA"
NA,NA,"SIMPSONVILLE","SIMPSONVILLE, CA"
NA,NA,"EUGENE","EUGENE, CA"
NA,NA,"HAWHORNE","HAWHORNE, CA"
NA,NA,"NAPA,","NAPA,, CA"
NA,NA,"RAVENDALE","RAVENDALE, CA"
NA,NA,"THE SEA RANCH","THE SEA RANCH, CA"
NA,NA,"REDONDO BBEACH","REDONDO BBEACH, CA"
NA,NA,"ROSEVILLR","ROSEVILLR, CA"
NA,NA,"OKLAHOMA","OKLAHOMA, CA"
NA,NA,"CHEYENNE","CHEYENNE, CA"
NA,NA,"A EL MONTE","A EL MONTE, CA"
NA,NA,"SAN FRANCISCO,CA","SAN FRANCISCO,CA, CA"
NA,NA,"LOA ANGELES","LOA ANGELES, CA"
NA,NA,"BLUE RIDGE","BLUE RIDGE, CA"
NA,NA,"UNIVERSAL CITY","UNIVERSAL CITY, CA"
NA,NA,"CATHEDRAL CTY","CATHEDRAL CTY, CA"
NA,NA,"READING","READING, CA"
NA,NA,"WESTMORLAND","WESTMORLAND, CA"
NA,NA,"BIG BEAR","BIG BEAR, CA"
NA,NA,"OLD STATION","OLD STATION, CA"
NA,NA,"CAPO BEACH","CAPO BEACH, CA"
NA,NA,"RAINBOW","RAINBOW, CA"
NA,NA,"GAVIOTA","GAVIOTA, CA"
NA,NA,"NOAVTO","NOAVTO, CA"
NA,NA,"SAN GREGORIO","SAN GREGORIO, CA"
NA,NA,"EL DORADO HILLS,","EL DORADO HILLS,, CA"
NA,NA,"RIDONDO BEACH","RIDONDO BEACH, CA"
NA,NA,"YREAK","YREAK, CA"
NA,NA,"ALTA.LOMA","ALTA.LOMA, CA"
NA,NA,"PALOALTO","PALOALTO, CA"
NA,NA,"KINGS. BEACH","KINGS. BEACH, CA"
NA,NA,"RIO BISTA","RIO BISTA, CA"
NA,NA,"BIG PINE","BIG PINE, CA"
NA,NA,"BANNINIG","BANNINIG, CA"
NA,NA,"ALTADENA, CA","ALTADENA, CA, CA"
NA,NA,"LOS ALANITOS","LOS ALANITOS, CA"
NA,NA,"COTI DE CAZA","COTI DE CAZA, CA"
NA,NA,"SAN-DIEGO","SAN-DIEGO, CA"
NA,NA,"STALLION SPRINGS","STALLION SPRINGS, CA"
NA,NA,"#NAME?","#NAME?, CA"
NA,NA,"SF","SF, CA"
NA,NA,"EAST WHITTIER","EAST WHITTIER, CA"
NA,NA,"IRVING","IRVING, CA"
NA,NA,"TWAIN HARTRE","TWAIN HARTRE, CA"
NA,NA,"CITY","CITY, CA"
NA,NA,"CHANNEL ISLANDS BEACH","CHANNEL ISLANDS BEACH, CA"
NA,NA,"GARDENA,","GARDENA,, CA"
NA,NA,"ALDERPOINT","ALDERPOINT, CA"
NA,NA,"WESTLAKE VILLIAGE","WESTLAKE VILLIAGE, CA"
NA,NA,"SAN JUAN CAISTRANO","SAN JUAN CAISTRANO, CA"
NA,NA,"MT. HERMON","MT. HERMON, CA"
NA,NA,"MOUNTAIN HOUSE-TRACY","MOUNTAIN HOUSE-TRACY, CA"
NA,NA,"CARLSBADD","CARLSBADD, CA"
NA,NA,"HOLLYWOOD HILLS WEST","HOLLYWOOD HILLS WEST, CA"
NA,NA,"MOKELUMNE HILL","MOKELUMNE HILL, CA"
NA,NA,"WALNUT PARK","WALNUT PARK, CA"
NA,NA,"CAZADERO","CAZADERO, CA"
NA,NA,"MAMMOTHLAKES","MAMMOTHLAKES, CA"
NA,NA,"TEMECCULA","TEMECCULA, CA"
NA,NA,"SO. SAN FRANCISCO","SO. SAN FRANCISCO, CA"
NA,NA,"SAN  JOSE","SAN  JOSE, CA"
NA,NA,"BRIDGEVILLE","BRIDGEVILLE, CA"
NA,NA,"VAKENCIA","VAKENCIA, CA"
NA,NA,"RANCHO  CUCAMONGA","RANCHO  CUCAMONGA, CA"
NA,NA,"PARADIECA","PARADIECA, CA"
NA,NA,"SANTA SUSANA","SANTA SUSANA, CA"
NA,NA,"APPLE VALLEY, CA.","APPLE VALLEY, CA., CA"
NA,NA,"WALMUT","WALMUT, CA"
NA,NA,"CARDIFF,","CARDIFF,, CA"
NA,NA,"SAN DIEFO","SAN DIEFO, CA"
NA,NA,"LOYALTON","LOYALTON, CA"
NA,NA,"LOHG BEACH","LOHG BEACH, CA"
NA,NA,"MILPITASCA","MILPITASCA, CA"
NA,NA,"SM","SM, CA"
NA,NA,"TORRENCE","TORRENCE, CA"
NA,NA,"SANFRANCISCO","SANFRANCISCO, CA"
NA,NA,"HTG. BEACH","HTG. BEACH, CA"
NA,NA,"PALOMAR MOUNTAIN","PALOMAR MOUNTAIN, CA"
NA,NA,"CRETLINE","CRETLINE, CA"
NA,NA,"COSTA MESAC","COSTA MESAC, CA"
NA,NA,"SIERRA MAZDRE","SIERRA MAZDRE, CA"
NA,NA,"OVEANO","OVEANO, CA"
NA,NA,"PALOS VERDES PEN.","PALOS VERDES PEN., CA"
NA,NA,"OTSNGE","OTSNGE, CA"
NA,NA,"CROWLEY LAKE","CROWLEY LAKE, CA"
NA,NA,"EMIGRANT GAP","EMIGRANT GAP, CA"
NA,NA,"LAKE ALMANOR","LAKE ALMANOR, CA"
NA,NA,"LA GUNA NIGUEL","LA GUNA NIGUEL, CA"
NA,NA,"CRESSEY","CRESSEY, CA"
NA,NA,"CLABASAS","CLABASAS, CA"
NA,NA,"SACRAMENTIO","SACRAMENTIO, CA"
NA,NA,"OARNGE","OARNGE, CA"
NA,NA,"MONTECA","MONTECA, CA"
NA,NA,"SANTA BAFRBARA","SANTA BAFRBARA, CA"
NA,NA,"MCKINLEY VILLE","MCKINLEY VILLE, CA"
NA,NA,"ROUGH READY","ROUGH READY, CA"
NA,NA,"CUPERFTINO","CUPERFTINO, CA"
NA,NA,"LONE","LONE, CA"
NA,NA,"LAGUNA HILLA","LAGUNA HILLA, CA"
NA,NA,"RANCHO PALOS VERDED","RANCHO PALOS VERDED, CA"
NA,NA,"VICTORVILLE  CALIFORNIA","VICTORVILLE  CALIFORNIA, CA"
NA,NA,"SAN CLEMENTE,","SAN CLEMENTE,, CA"
NA,NA,"PALMDLE","PALMDLE, CA"
NA,NA,"91355","91355, CA"
NA,NA,"REDONDO BEACG","REDONDO BEACG, CA"
NA,NA,"LOWER LAKECS","LOWER LAKECS, CA"
NA,NA,"MENLO  PARK","MENLO  PARK, CA"
NA,NA,"LAGUNAHILLS","LAGUNAHILLS, CA"
NA,NA,"SANRA BARBARA","SANRA BARBARA, CA"
NA,NA,"PLEASANT GRV","PLEASANT GRV, CA"
NA,NA,"YORUBA LINDA","YORUBA LINDA, CA"
NA,NA,"BOULDER","BOULDER, CA"
NA,NA,"SEAL EACH","SEAL EACH, CA"
NA,NA,"BAKERSFIELF","BAKERSFIELF, CA"
NA,NA,"RANCHOPALOS VERDES","RANCHOPALOS VERDES, CA"
NA,NA,"SAN FRANCISC","SAN FRANCISC, CA"
NA,NA,"CAMPO SECO","CAMPO SECO, CA"
NA,NA,"GLENDALE,","GLENDALE,, CA"
NA,NA,"SEL BEACH","SEL BEACH, CA"
NA,NA,"RNCHO CORDOVA","RNCHO CORDOVA, CA"
NA,NA,"SHINGLE PRINGS","SHINGLE PRINGS, CA"
NA,NA,"LAKEISDE","LAKEISDE, CA"
NA,NA,"HUNTINGTON  BEACH","HUNTINGTON  BEACH, CA"
NA,NA,"HUTNINGTON BEACH","HUTNINGTON BEACH, CA"
NA,NA,"WASHOE VALLEY","WASHOE VALLEY, CA"
NA,NA,"MOREOVER VALLEY","MOREOVER VALLEY, CA"
NA,NA,"LAKE ELSINORE,","LAKE ELSINORE,, CA"
NA,NA,"MISSION  VIEJO","MISSION  VIEJO, CA"
NA,NA,"BUTTE VALLEY","BUTTE VALLEY, CA"
NA,NA,"EDWARDS","EDWARDS, CA"
NA,NA,"NIPOMO,","NIPOMO,, CA"
NA,NA,"SAC","SAC, CA"
NA,NA,"FAIRPLAY","FAIRPLAY, CA"
NA,NA,"HUNTINGTON","HUNTINGTON, CA"
NA,NA,"GREEN BRAE","GREEN BRAE, CA"
NA,NA,"ROUND MOUNTAIN","ROUND MOUNTAIN, CA"
NA,NA,"R.PALOS VERDES","R.PALOS VERDES, CA"
NA,NA,"ANAHEIM HIKLS","ANAHEIM HIKLS, CA"
NA,NA,"RANCHO SSNTA MARGARITA","RANCHO SSNTA MARGARITA, CA"
NA,NA,"HILLS BOROUGH","HILLS BOROUGH, CA"
NA,NA,"CERES,","CERES,, CA"
NA,NA,"VACA","VACA, CA"
NA,NA,"AMADOR CITY","AMADOR CITY, CA"
NA,NA,"LAHABRA HEIGHTS","LAHABRA HEIGHTS, CA"
NA,NA,"EAGLEVILLE","EAGLEVILLE, CA"
NA,NA,"NORTHRIDG","NORTHRIDG, CA"
NA,NA,"WESTLAKEVILLAGE","WESTLAKEVILLAGE, CA"
NA,NA,"TIBURON-BEL","TIBURON-BEL, CA"
NA,NA,"ALVISO","ALVISO, CA"
NA,NA,"MOERNO VALLEY","MOERNO VALLEY, CA"
NA,NA,"ZAMORA","ZAMORA, CA"
NA,NA,"CABAZON","CABAZON, CA"
NA,NA,"TUCAIPA","TUCAIPA, CA"
NA,NA,"ATASCADERA","ATASCADERA, CA"
NA,NA,"WALNUT  CREEK","WALNUT  CREEK, CA"
NA,NA,"NORCOU","NORCOU, CA"
NA,NA,"VISTA CA","VISTA CA, CA"
NA,NA,"MIDPINES","MIDPINES, CA"
NA,NA,"SAM JOSE","SAM JOSE, CA"
NA,NA,"PISMOBEACH","PISMOBEACH, CA"
NA,NA,"W. HOLLYWOOD","W. HOLLYWOOD, CA"
NA,NA,"SOUTH SAN GABRIEL","SOUTH SAN GABRIEL, CA"
NA,NA,"A CRESCENTA","A CRESCENTA, CA"
NA,NA,"PEARBLOSSOM","PEARBLOSSOM, CA"
NA,NA,"NEWBURY PARK,","NEWBURY PARK,, CA"
NA,NA,"GRIMES","GRIMES, CA"
NA,NA,"REF BLUFF","REF BLUFF, CA"
NA,NA,"ATHRTON","ATHRTON, CA"
NA,NA,"ROSVILLE","ROSVILLE, CA"
NA,NA,"IMPERIAL BECH","IMPERIAL BECH, CA"
NA,NA,"LOS. ANGELES","LOS. ANGELES, CA"
NA,NA,"MORENUO VALLEY","MORENUO VALLEY, CA"
NA,NA,"FORT WORTH","FORT WORTH, CA"
NA,NA,"CERRTOS","CERRTOS, CA"
NA,NA,"PENN VALLELY","PENN VALLELY, CA"
NA,NA,"HUNTINGTON BESCH","HUNTINGTON BESCH, CA"
NA,NA,"CARMICGAEL","CARMICGAEL, CA"
NA,NA,"GLENCOE","GLENCOE, CA"
NA,NA,"WEST  HILLS","WEST  HILLS, CA"
NA,NA,"WIDOMAR","WIDOMAR, CA"
NA,NA,"LOS ALTOA","LOS ALTOA, CA"
NA,NA,"RSOEVILLE","RSOEVILLE, CA"
NA,NA,"SANBERNARDINO","SANBERNARDINO, CA"
NA,NA,"HUMT. BEACH","HUMT. BEACH, CA"
NA,NA,"NEVADA CITY,","NEVADA CITY,, CA"
NA,NA,"SHERMAN OAKA","SHERMAN OAKA, CA"
NA,NA,"MADER","MADER, CA"
NA,NA,"APO AP","APO AP, CA"
NA,NA,"SANTA YMEZ","SANTA YMEZ, CA"
NA,NA,"PALMSPRINGS","PALMSPRINGS, CA"
NA,NA,"WEST SACRAMEMTO","WEST SACRAMEMTO, CA"
NA,NA,"INVERNESS","INVERNESS, CA"
NA,NA,"BRSUMONT","BRSUMONT, CA"
NA,NA,"NEAWPORT BEACH","NEAWPORT BEACH, CA"
NA,NA,"LONG BEACH,","LONG BEACH,, CA"
NA,NA,"SAN DIEEO","SAN DIEEO, CA"
NA,NA,"TEMPE CITY","TEMPE CITY, CA"
NA,NA,"REDLAND","REDLAND, CA"
NA,NA,"PALM DESEERT","PALM DESEERT, CA"
NA,NA,"FIONA WAY","FIONA WAY, CA"
NA,NA,"WEEDE","WEEDE, CA"
NA,NA,"WALNIT CREEK","WALNIT CREEK, CA"
NA,NA,"CARMICHAEL,","CARMICHAEL,, CA"
NA,NA,"MISSION VLEJO","MISSION VLEJO, CA"
NA,NA,"CALPINE","CALPINE, CA"
NA,NA,"YOKOHAMA, JAPAN","YOKOHAMA, JAPAN, CA"
NA,NA,"BEALE AFB","BEALE AFB, CA"
NA,NA,"OALDALE","OALDALE, CA"
NA,NA,"ROWLAND HTS","ROWLAND HTS, CA"
NA,NA,"LOS SNGELES","LOS SNGELES, CA"
NA,NA,"SOUTH LAKE TAHO","SOUTH LAKE TAHO, CA"
NA,NA,"MURIETTA","MURIETTA, CA"
NA,NA,"JOHNS CREEK","JOHNS CREEK, CA"
NA,NA,"MURRIETTA","MURRIETTA, CA"
NA,NA,"BICTORVILLE","BICTORVILLE, CA"
NA,NA,"MERCER ISLAND","MERCER ISLAND, CA"
NA,NA,"CLARKSVILLE","CLARKSVILLE, CA"
NA,NA,"ROSENDALE","ROSENDALE, CA"
NA,NA,"NORTH PALM SPRINGS","NORTH PALM SPRINGS, CA"
NA,NA,"VIRGINIA BEACH","VIRGINIA BEACH, CA"
NA,NA,"ELCAJON","ELCAJON, CA"
NA,NA,"SPLCANG","SPLCANG, CA"
NA,NA,"LOS ANGELRS","LOS ANGELRS, CA"
NA,NA,"COEUR D ALENE","COEUR D ALENE, CA"
NA,NA,"SAINT PAUL","SAINT PAUL, CA"
NA,NA,"POPE VALLEY","POPE VALLEY, CA"
NA,NA,"MOTENO VALKEY","MOTENO VALKEY, CA"
NA,NA,"UNION","UNION, CA"
NA,NA,"HEBER","HEBER, CA"
NA,NA,"SUMMERFIELD","SUMMERFIELD, CA"
NA,NA,"BERWICK","BERWICK, CA"
NA,NA,"LAGUNA NIGUEK","LAGUNA NIGUEK, CA"
NA,NA,"HAYMARKET","HAYMARKET, CA"
NA,NA,"TIMESCAL VALLEY","TIMESCAL VALLEY, CA"
NA,NA,"ONANCOCK","ONANCOCK, CA"
NA,NA,"SPOKANE","SPOKANE, CA"
NA,NA,"LOME POKE","LOME POKE, CA"
NA,NA,"ATNERTON","ATNERTON, CA"
NA,NA,"HONG KONG","HONG KONG, CA"
NA,NA,"PALM BEACH GARDENS","PALM BEACH GARDENS, CA"
NA,NA,"SARATOGA SPRINGS","SARATOGA SPRINGS, CA"
NA,NA,"RHE","RHE, CA"
NA,NA,"DAHLONUGO CITY","DAHLONUGO CITY, CA"
NA,NA,"HOUSTON","HOUSTON, CA"
NA,NA,"CHINESE CAMP","CHINESE CAMP, CA"
NA,NA,"TAHOMA","TAHOMA, CA"
NA,NA,"SAN FIEGO","SAN FIEGO, CA"
NA,NA,"SUNNYDALE","SUNNYDALE, CA"
NA,NA,"PARKER","PARKER, CA"
NA,NA,"MT VALLEY","MT VALLEY, CA"
NA,NA,"NPB","NPB, CA"
NA,NA,"FPO","FPO, CA"
NA,NA,"PEMBROKE PINES","PEMBROKE PINES, CA"
NA,NA,"WESTLAKE VILLAG","WESTLAKE VILLAG, CA"
NA,NA,"CUMMING","CUMMING, CA"
NA,NA,"96001","96001, CA"
NA,NA,"ALPHARETTA","ALPHARETTA, CA"
NA,NA,"MARCH ARB","MARCH ARB, CA"
NA,NA,"FALLS CHURCH","FALLS CHURCH, CA"
NA,NA,"JACKSONVILLE","JACKSONVILLE, CA"
NA,NA,"MYRTLE BEACH","MYRTLE BEACH, CA"
NA,NA,"LEXINGTON","LEXINGTON, CA"
NA,NA,"MADISON","MADISON, CA"
NA,NA,"ROYSE CITY","ROYSE CITY, CA"
NA,NA,"SAVANNAH","SAVANNAH, CA"
NA,NA,"AMPASAS","AMPASAS, CA"
NA,NA,"INGLIS","INGLIS, CA"
NA,NA,"PLANTATION KEY","PLANTATION KEY, CA"
NA,NA,"BIRMINGHAM","BIRMINGHAM, CA"
NA,NA,"BEVERLY HILL","BEVERLY HILL, CA"
NA,NA,"PRESCOTT","PRESCOTT, CA"
NA,NA,"GANADO","GANADO, CA"
NA,NA,"NEW ALBANY","NEW ALBANY, CA"
NA,NA,"INDUSTRY","INDUSTRY, CA"
NA,NA,"OWENSBORO","OWENSBORO, CA"
NA,NA,"SEATTLE","SEATTLE, CA"
NA,NA,"HENDERSON","HENDERSON, CA"
NA,NA,"COACHELLA","COACHELLA, CA"
NA,NA,"MICHIGAMME","MICHIGAMME, CA"
NA,NA,"HORSE SHOE","HORSE SHOE, CA"
NA,NA,"JACKSBORO","JACKSBORO, CA"
NA,NA,"SACRAMENTE","SACRAMENTE, CA"
NA,NA,"EL PASO DE ROBLES","EL PASO DE ROBLES, CA"
NA,NA,"FORT LAUDERDALE","FORT LAUDERDALE, CA"
NA,NA,"VERO BEACH","VERO BEACH, CA"
NA,NA,"SUGAR LAND","SUGAR LAND, CA"
NA,NA,"ROSMOND","ROSMOND, CA"
NA,NA,"MIAMI","MIAMI, CA"
NA,NA,"CHAGRIN FALLS","CHAGRIN FALLS, CA"
NA,NA,"SAINT JOHNS","SAINT JOHNS, CA"
NA,NA,"COLDWATER","COLDWATER, CA"
NA,NA,"SURPRISE","SURPRISE, CA"
NA,NA,"MANCELONA","MANCELONA, CA"
NA,NA,"FAIRVIEW","FAIRVIEW, CA"
NA,NA,"ELKTON","ELKTON, CA"
NA,NA,"TUCSON","TUCSON, CA"
NA,NA,"INDIANAPOLIS","INDIANAPOLIS, CA"
NA,NA,"MONROE","MONROE, CA"
NA,NA,"BEAR VALLEY SPRINGS","BEAR VALLEY SPRINGS, CA"
NA,NA,"DENVER","DENVER, CA"
NA,NA,"ELCHJON","ELCHJON, CA"
NA,NA,"MACON","MACON, CA"
NA,NA,"NEW LONDON","NEW LONDON, CA"
NA,NA,"HOOVER","HOOVER, CA"
NA,NA,"OSWEGO","OSWEGO, CA"
NA,NA,"BROOKLINE","BROOKLINE, CA"
NA,NA,"WARREN","WARREN, CA"
NA,NA,"SD","SD, CA"
NA,NA,"INDIANA","INDIANA, CA"
NA,NA,"YOUNGSTOWN","YOUNGSTOWN, CA"
NA,NA,"TYLER","TYLER, CA"
NA,NA,"STONYFORD","STONYFORD, CA"
NA,NA,"MORADA","MORADA, CA"
NA,NA,"STONE MOUNTAIN","STONE MOUNTAIN, CA"
NA,NA,"BELLINGHAM","BELLINGHAM, CA"
NA,NA,"ALEXANDRIA","ALEXANDRIA, CA"
NA,NA,"F","F, CA"
NA,NA,"AUSTIN","AUSTIN, CA"
NA,NA,"TEGACHAPI","TEGACHAPI, CA"
NA,NA,"92705","92705, CA"
NA,NA,"ASHLAND","ASHLAND, CA"
NA,NA,"FREEMONT","FREEMONT, CA"
NA,NA,"MANHATTAN","MANHATTAN, CA"
NA,NA,"ENGLEWOOD","ENGLEWOOD, CA"
NA,NA,"KEY BISCAYNE","KEY BISCAYNE, CA"
NA,NA,"BALBOA","BALBOA, CA"
NA,NA,"BIG OAK VALLEY","BIG OAK VALLEY, CA"
NA,NA,"ST GEORGE","ST GEORGE, CA"
NA,NA,"LA JOLA","LA JOLA, CA"
NA,NA,"REDGECREST","REDGECREST, CA"
NA,NA,"HOOPA","HOOPA, CA"
NA,NA,"WILLOWBROOK","WILLOWBROOK, CA"
NA,NA,"SPRING HILL","SPRING HILL, CA"
NA,NA,"SOUTH WINDSOR","SOUTH WINDSOR, CA"
NA,NA,"MANDEVILLE","MANDEVILLE, CA"
NA,NA,"W. MELBOURNE","W. MELBOURNE, CA"
NA,NA,"BRICK","BRICK, CA"
NA,NA,"SPRING","SPRING, CA"
NA,NA,"BUDA","BUDA, CA"
NA,NA,"PIRU","PIRU, CA"
NA,NA,"LEAKEY","LEAKEY, CA"
NA,NA,"TULSA","TULSA, CA"
NA,NA,"GOLDEN BEACH","GOLDEN BEACH, CA"
NA,NA,"BILLINGS","BILLINGS, CA"
NA,NA,"PB","PB, CA"
NA,NA,"ODESSA","ODESSA, CA"
NA,NA,"DOS RIOS","DOS RIOS, CA"
NA,NA,"LAWRENCE","LAWRENCE, CA"
NA,NA,"CHELAN","CHELAN, CA"
